,name,day,S,E,I,H,R
583,East Eleri__Kasaragod,15,22869.874376407795,1888.4608251498948,272.6945775460364,40.511429337376946,3.4587915588989953
584,Enmakaje__Kasaragod,15,25955.193081981055,745.848296517922,105.9563660607009,15.665469161682086,1.336786278643876
585,Kallar__Kasaragod,15,17387.250688021457,1735.8991097489982,250.56661725482564,37.12393865960278,3.1596463151196224
586,Kanjangad(M)__Kasaragod,15,0.0,17793.89071972691,28420.28552368011,24211.17003494147,6992.6448603650115
587,Karaduka__Kasaragod,15,19546.249329103633,1423.7960607674988,206.94424568907854,31.272178198517903,2.7381862412728637
588,Kasaragod(M)__Kasaragod,15,46011.131296261105,6958.977938647052,1031.3264386376086,156.8127630964022,13.75156335783442
589,Kayyur-Chimeni__Kasaragod,15,10899.597201317716,10496.75646711898,1787.9957549438059,285.22714413311036,25.423432486387725
590,Kinanur-Karindalam__Kasaragod,15,16166.430149802276,9610.663735485827,1546.1764035801834,240.5741876521053,21.155523479609442
591,Kodom-Belur__Kasaragod,15,7461.258850876378,20951.279305997377,4064.9914720841552,673.0781927009459,60.39217834114373
592,Kumbadaje__Kasaragod,15,13840.418114342718,798.1428070867273,114.74887756171232,17.19516379752134,1.4950372113198322
593,Kumbala__Kasaragod,15,43197.05120794787,2988.9225035159607,433.8052465731089,65.49125208867883,5.7297898743767455
594,Kuttikol__Kasaragod,15,22032.970034316066,2469.4496136557527,361.2755147777061,54.54421377925796,4.760623471217897
595,Madhur__Kasaragod,15,37572.98363315755,3327.369257797919,483.47524419905585,72.82133108244983,6.350533763020868
596,Madikai__Kasaragod,15,0.0,10947.554101149077,8679.554189926506,3105.451697374239,386.6912371944769
597,Mangalpady__Kasaragod,15,44924.834156642406,3009.1697728381378,435.6644255202749,65.60685184003313,5.724793159136658
598,Manjeswaram__Kasaragod,15,38945.06672781939,2200.236563437988,317.71449181480534,47.81049104509635,4.171725882720794
599,Meencha__Kasaragod,15,22122.65329349815,1025.151515159594,146.461970383324,21.842417646614145,1.89080331231872
600,Mogral-Puthur__Kasaragod,15,22836.58759513409,1715.5810742804397,246.77169089161282,36.86762912747649,3.1920105663810023
601,Muliyar__Kasaragod,15,21590.218450096494,2991.9481491985102,440.3970917751067,66.61952070733493,5.816788222556356
602,Nileswaram(M)__Kasaragod,15,0.0,24423.652956603277,13613.34795717623,3470.8470223735267,365.28375989549954
603,Padanna__Kasaragod,15,10747.298920244535,9508.503578257863,1601.743956181666,253.92728984939924,22.52625546653551
604,Paivalike__Kasaragod,15,32250.75023049348,1733.413198028819,249.2453945386477,37.34606722549965,3.24510971355787
605,Pallikkara__Kasaragod,15,22507.40952861487,17373.588165465528,2879.788089458375,454.00387011265207,40.21034634857752
606,Pananthadi__Kasaragod,15,20621.192846313006,2014.5302890084959,292.58402701465553,43.88745942171951,3.805378242121251
607,Pilicode__Kasaragod,15,8645.54538832606,13597.425853284072,2447.779895887853,395.95388022621876,35.294982275792414
608,Pullur-Periya__Kasaragod,15,5881.282879646475,19261.872675389714,3805.9651172683634,635.532651564822,57.34667613062451
609,Puthige__Kasaragod,15,20458.46026819506,1169.5769716356876,167.73767458574304,25.05454719513388,2.170538388373578
610,Thrikkarippur__Kasaragod,15,17189.01829087834,17896.010384097943,3069.033519885633,489.43539026934815,43.50241486872993
611,Uduma__Kasaragod,15,25954.74186200178,9806.792929918876,1520.9158586873473,234.02163742380836,20.527711968193916
612,Valiyaparampa__Kasaragod,15,7421.816257202917,4524.606405217495,722.5964587469259,111.29746684652682,9.683411986136257
613,Vorkady__Kasaragod,15,24469.27639711765,1103.7335684135608,157.5067071120743,23.455939094753738,2.0273882619624026
614,West Eleri__Kasaragod,15,29316.0,0.0,0,0,0
615,Ajanur__Kasaragod,16,0.0,34089.49689513872,13825.395097458648,2920.224492363944,290.1404977350427
616,Badiyaduka__Kasaragod,16,31198.0812952377,2574.490304281943,373.27005014491647,56.2208855000518,4.9374648353856845
617,Balal__Kasaragod,16,19089.565465211657,3897.7671344710425,585.3710082850359,89.40102025811835,7.895371774150011
618,Bedadka__Kasaragod,16,19787.925437466547,6851.757237493272,1052.8348466123703,161.28218358784505,14.200294839959101
619,Beloor__Kasaragod,16,9570.565749907162,574.6367010210067,82.3982137997574,12.323004583668677,1.0763306884008412
620,Chemmanad__Kasaragod,16,40406.613213399505,12171.172818281264,1858.9454088692553,285.0810520887136,25.18750736125245
621,Chengala__Kasaragod,16,48243.87907432608,7285.07996363769,1074.8905984326955,162.8278916323559,14.322471971167019
622,Cheruvathur__Kasaragod,16,0.0,21341.105590921463,6047.627849151109,1128.8080307649109,106.12199735329557
623,Delampadi__Kasaragod,16,20788.969377329602,1699.6622318995715,244.62460559922147,36.55789163390331,3.18589353770193
624,East Eleri__Kasaragod,16,20390.87202119972,3989.7710153279904,595.8478270668081,90.54907492020901,7.9600614852742115
625,Enmakaje__Kasaragod,16,24927.953090618314,1623.9186285770784,233.93475215214514,35.11613468919093,3.077393963275219
626,Kallar__Kasaragod,16,15127.52322960961,3648.446746211046,547.6331157536601,83.11238003727871,7.28452838840882
627,Kanjangad(M)__Kasaragod,16,0.0,14235.112575781528,26295.00656288947,27205.09713579511,9682.774864247396
628,Karaduka__Kasaragod,16,17670.06923961676,3015.2169381008725,450.3146087047626,69.18634086983162,6.212872707774853
629,Kasaragod(M)__Kasaragod,16,37379.031991919204,14199.281655259543,2216.856738639497,345.65441047987923,31.17520370187911
630,Kayyur-Chimeni__Kasaragod,16,2758.9853405765507,16538.01703443635,3529.7478973788407,611.1343902181926,57.11533739006666
631,Kinanur-Karindalam__Kasaragod,16,7172.999877519242,16681.961260671695,3159.073869961312,523.0790030734636,47.88598877428781
632,Kodom-Belur__Kasaragod,16,0.0,25733.305714212893,7442.249038866799,1411.2900212621164,135.17864419680438
633,Kumbadaje__Kasaragod,16,12768.703921655164,1710.2284383569363,251.42766346671533,38.234365554583654,3.4056109665999807
634,Kumbala__Kasaragod,16,39245.97502477609,6342.21418598455,944.8286979616793,144.97549561566962,13.006595662007726
635,Kuttikol__Kasaragod,16,18870.181783002674,5138.347942237993,782.9103345533155,120.73884853710385,10.821091668913226
636,Madhur__Kasaragod,16,33225.373143025754,7009.505896370131,1052.2540469188284,161.4251209130999,14.44179277218196
637,Madikai__Kasaragod,16,0.0,8758.04328091926,9133.15417217102,4496.312346762403,731.7414257916146
638,Mangalpady__Kasaragod,16,40932.65920473479,6399.510770178128,950.3654949838475,145.45008673963997,13.014443363584784
639,Manjeswaram__Kasaragod,16,36001.68500802097,4703.570970548804,694.2189061394419,106.04111262526894,9.484002665509276
640,Meencha__Kasaragod,16,20729.104406413484,2213.6700992123424,322.199879338578,48.70787642921071,4.317738606386959
641,Mogral-Puthur__Kasaragod,16,20556.204264152715,3652.848190405726,540.5335675693782,82.12556406941277,7.288413802767279
642,Muliyar__Kasaragod,16,17830.450181235,6153.3267882203045,950.7073032597873,147.2967700948746,13.218957190038015
643,Nileswaram(M)__Kasaragod,16,0.0,19538.922365282622,15775.408957061638,5807.866944656158,750.9334290481136
644,Padanna__Kasaragod,16,3097.1368210723012,15256.964961778525,3183.0958805969053,546.0619377691326,50.740398783135426
645,Paivalike__Kasaragod,16,29919.243820131964,3718.236968784571,546.0789552366818,83.04558310817367,7.394672738613387
646,Pallikkara__Kasaragod,16,7735.127615166342,28671.15244582095,5778.548104659805,979.5166135473658,90.65522080553886
647,Pananthadi__Kasaragod,16,18004.14382676637,4228.673250753434,636.9732794134236,97.52788044445956,8.68176262231231
648,Pilicode__Kasaragod,16,334.7620311266892,19188.72403982663,4677.709087367097,841.5149838230984,79.2898578564834
649,Pullur-Periya__Kasaragod,16,0.0,22852.580307358385,6897.146628892633,1326.1109359557367,127.96141519338252
650,Puthige__Kasaragod,16,18884.378906038888,2509.74293946472,368.10553399573195,55.81824353504539,4.954376965610676
651,Thrikkarippur__Kasaragod,16,3759.323451349841,27746.503146806852,6034.428892728095,1048.8603842165471,97.8841248986575
652,Uduma__Kasaragod,16,15529.139015180175,18271.03719075671,3178.0912729336533,512.2024050030769,46.530116126394844
653,Valiyaparampa__Kasaragod,16,3192.372679674031,7849.128701702882,1482.9984480410399,243.45037339074236,22.049797191305903
654,Vorkady__Kasaragod,16,22966.669227551734,2385.5940242967654,346.75207937237155,52.35106506219596,4.63360371693504
655,West Eleri__Kasaragod,16,29316.0,0.0,0,0,0
656,Ajanur__Kasaragod,17,0.0,27271.597516110975,17878.21545699466,5360.834123815235,614.609885775481
657,Badiyaduka__Kasaragod,17,27816.977721451596,5440.695817211656,813.5141009723218,124.62813047347379,11.184229890946995
658,Balal__Kasaragod,17,14449.16601253978,7758.613160248712,1247.8502335222374,196.54177521977908,17.828818469496493
659,Bedadka__Kasaragod,17,12345.331777318977,12923.999450142186,2212.619324788551,353.92891028944746,32.120537460830775
660,Beloor__Kasaragod,17,8798.174985240581,1232.1001254833868,180.84591124400725,27.43342461210142,2.445553419919583
661,Chemmanad__Kasaragod,17,26800.575568038967,23342.975899985548,3921.390890751657,625.1944614082631,56.86317981555396
662,Chengala__Kasaragod,17,39176.05787855723,14895.885166679007,2316.928471473694,359.7140233597443,32.414459930317676
663,Cheruvathur__Kasaragod,17,0.0,17072.88447273717,9106.32339750518,2212.910486065698,231.5451118827301
664,Delampadi__Kasaragod,17,18541.202209408333,3607.4969534409274,535.6321308592915,81.42082479442502,7.24788149702452
665,East Eleri__Kasaragod,17,15598.736274863535,7983.952558598579,1274.6324647190445,199.65763200910297,18.02106980974188
666,Enmakaje__Kasaragod,17,22761.275899523607,3465.812093956368,511.93152743713176,78.00129237637653,6.9791867065186555
667,Kallar__Kasaragod,17,10867.393415004022,7178.887211574423,1167.7958418451374,183.40429429497976,16.519237281439786
668,Kanjangad(M)__Kasaragod,17,0.0,11388.090060625222,23883.02776546788,29441.3098777291,12705.563434891297
669,Karaduka__Kasaragod,17,13989.986281508804,6092.256508588656,963.2950745839845,151.56189140302507,13.900243915533922
670,Kasaragod(M)__Kasaragod,17,22352.68108953649,26385.77622659035,4613.341721963507,750.6197125989031,69.58124931075459
671,Kayyur-Chimeni__Kasaragod,17,0.0,17282.328355139514,6131.401724790343,1249.180148558606,125.01915852542139
672,Kinanur-Karindalam__Kasaragod,17,0.0,21446.229709872525,5863.651348103389,1096.7738878353412,106.00587800467265
673,Kodom-Belur__Kasaragod,17,0.0,20586.644571370314,11100.460373936017,2742.929826673019,291.9886465592617
674,Kumbadaje__Kasaragod,17,10609.671045723511,3527.2156266172015,543.1878184447596,84.27163540852854,7.653873805998164
675,Kumbala__Kasaragod,17,31452.44207635969,12867.304297204038,2024.3057955662534,317.8328468062644,29.114984063748793
676,Kuttikol__Kasaragod,17,13027.557259070458,9953.30287772261,1653.997856090251,263.90548783253314,24.236519284146986
677,Madhur__Kasaragod,17,24888.100019652076,13944.877840469784,2243.704416809089,353.9398057509656,32.37791731808195
678,Madikai__Kasaragod,17,0.0,7006.434624735409,9058.131993920668,5823.352920445229,1231.3316865429927
679,Mangalpady__Kasaragod,17,33023.96271291881,13028.305107958484,2040.1945500227039,319.3620649875606,29.17556411243367
680,Manjeswaram__Kasaragod,17,30075.478490440582,9689.06329401943,1496.0893190213144,233.1025480059052,21.266348512761382
681,Meencha__Kasaragod,17,17867.036629298334,4633.003856485024,700.4939233133309,107.735866027014,9.72972487629926
682,Mogral-Puthur__Kasaragod,17,16077.422183194307,7401.060633282988,1162.9964921366477,181.1072149089092,16.413476477146475
683,Muliyar__Kasaragod,17,11152.174222976435,11600.93738883481,1991.2312002518906,321.0719229585127,29.585264978357415
684,Nileswaram(M)__Kasaragod,17,0.0,15631.137892226097,16528.111638705836,8317.630186662245,1396.2519784543533
685,Padanna__Kasaragod,17,0.0,16567.498739554125,5597.86969683323,1122.0075652474989,111.41394742415015
686,Paivalike__Kasaragod,17,25196.548769984904,7697.284625174715,1180.5105579462597,183.03408714349075,16.621959750632683
687,Pallikkara__Kasaragod,17,0.0,33060.12794911807,10357.068972892033,2026.3910551962863,199.49040008857952
688,Pananthadi__Kasaragod,17,13054.970815098834,8332.111612270282,1355.313273681426,214.08610516664876,19.518193782807813
689,Pilicode__Kasaragod,17,0.0,15962.394644455513,7579.912077859003,1683.5551364272847,172.79152272571656
690,Pullur-Periya__Kasaragod,17,0.0,18282.064245886708,10088.233364585783,2558.1946021836256,275.3070747440199
691,Puthige__Kasaragod,17,15707.867529765057,5184.305727845607,796.4330150895296,123.2373232747423,11.156404025060164
692,Thrikkarippur__Kasaragod,17,0.0,27946.491134027638,10376.843743543846,2139.206120071439,214.42416758938498
693,Uduma__Kasaragod,17,2576.220263567742,27569.7485042178,6196.680456498265,1090.9092812561325,103.44149446007006
694,Valiyaparampa__Kasaragod,17,0.0,9973.51046211242,2756.2244987734084,513.0000215110902,49.09983867916617
695,Vorkady__Kasaragod,17,19873.85345473084,5001.290992258304,754.5204683572504,115.8846959297596,10.450388723845702
696,West Eleri__Kasaragod,17,29316.0,0.0,0,0,0
697,Ajanur__Kasaragod,18,0.0,21817.27801288878,19756.891868817926,8340.828979234697,1210.2581217549514
698,Badiyaduka__Kasaragod,18,21269.963824085276,10899.570551135645,1738.9504442201887,273.4833806153299,25.031799943555193
699,Balal__Kasaragod,18,6995.038821899026,13661.017718839725,2550.0028188675324,424.2738468998067,39.66679349391639
700,Bedadka__Kasaragod,18,2668.404510094224,20016.126827338503,4354.895349859278,757.1273407705523,71.44597193743604
701,Beloor__Kasaragod,18,7245.473457140317,2538.381628486973,391.09675409188316,60.55444857066938,5.4937117101530735
702,Chemmanad__Kasaragod,18,7856.447070269267,37618.50921775814,7805.707892598435,1340.0065882910098,126.32923108313875
703,Chengala__Kasaragod,18,23372.57802011041,27720.187991790022,4832.719810514756,783.1314928367337,72.38268474806705
704,Cheruvathur__Kasaragod,18,0.0,13658.307578189735,10699.635612551578,3788.296222670546,477.4240547789188
705,Delampadi__Kasaragod,18,14173.39223070263,7253.807541458445,1150.0050953756186,179.50049265579165,16.294639807516187
706,East Eleri__Kasaragod,18,7800.045011695366,14185.853310047032,2616.4964834949515,432.39994361856714,40.20525114408666
707,Enmakaje__Kasaragod,18,18447.25248319041,7086.6730914982945,1102.707640740979,171.72078759976102,15.64599697056049
708,Kallar__Kasaragod,18,4394.089227692306,12216.413956571254,2370.0141157909948,396.58520774234285,36.89749220310421
709,Kanjangad(M)__Kasaragod,18,0.0,9110.472048500178,21384.04022449935,30946.658777741664,15976.820087972308
710,Karaduka__Kasaragod,18,7769.640238812481,11094.151249567247,1989.087361384919,327.38069616393034,30.740454071425596
711,Kasaragod(M)__Kasaragod,18,3696.505038150146,39764.79703265862,8967.828622888876,1589.8858667028376,152.9834395995216
712,Kayyur-Chimeni__Kasaragod,18,0.0,13825.862684111611,8361.587050860177,2336.662699232385,263.816952809711
713,Kinanur-Karindalam__Kasaragod,18,0.0,17156.98376789802,8980.167020457215,2147.640392140981,227.86964331971058
714,Kodom-Belur__Kasaragod,18,0.0,16469.315657096253,12997.697213422878,4658.251920718776,596.7586273007082
715,Kumbadaje__Kasaragod,18,6745.004430092327,6686.439116924945,1139.993380079248,183.5456840520884,17.017388851390223
716,Kumbala__Kasaragod,18,18098.982369217443,23647.303144905476,4192.90549589381,687.3792451632635,64.4297448200004
717,Kuttikol__Kasaragod,18,4538.610852283455,16451.588708965093,3313.8588604167226,565.3822270691908,53.55935126553956
718,Madhur__Kasaragod,18,11612.710753005433,24431.29153902247,4583.9391015412275,763.3540440293427,71.70456240152257
719,Madikai__Kasaragod,18,0.0,5605.147699788327,8647.792520083616,6987.940105846559,1878.3708999257958
720,Mangalpady__Kasaragod,18,19358.45780657796,24088.148992707633,4237.81666160986,691.9163011045946,64.66023799994039
721,Manjeswaram__Kasaragod,18,19430.114518433944,18396.61460722218,3134.6841140209376,506.42012869840084,47.16663162452863
722,Meencha__Kasaragod,18,12521.154660454506,9052.285054031847,1486.9959099476696,235.86399890890087,21.700376657078593
723,Mogral-Puthur__Kasaragod,18,8569.554460722942,13428.716229097756,2410.6093203659157,393.58348945747105,36.536500355914164
724,Muliyar__Kasaragod,18,2432.001068696465,18000.923065347815,3913.1724379684742,683.6435049023894,65.25992308485883
725,Nileswaram(M)__Kasaragod,18,0.0,12504.910313780878,16348.716889409887,10699.071382552052,2320.433110305714
726,Padanna__Kasaragod,18,0.0,13253.9989916433,7791.795505377409,2116.9139973644224,236.08145467387226
727,Paivalike__Kasaragod,18,16620.2745939786,14734.101876146076,2483.8653713919507,398.79907793902146,36.95908054435388
728,Pallikkara__Kasaragod,18,0.0,26448.102359294455,14897.680768137241,3872.650288086217,424.64496177705576
729,Pananthadi__Kasaragod,18,5450.743709698073,14269.916395216987,2750.672941399197,461.3614148844174,43.305538801324346
730,Pilicode__Kasaragod,18,0.0,12769.91571556441,9256.408591178304,3012.4758701738315,359.8532045509704
731,Pullur-Periya__Kasaragod,18,0.0,14625.651396709367,11726.999540845969,4291.597430413713,559.5509194310894
732,Puthige__Kasaragod,18,10009.827206341317,9845.484905700225,1674.007557640745,268.83089037323236,24.849439944475975
733,Thrikkarippur__Kasaragod,18,0.0,22357.19290722211,13890.773221640604,3976.8852998833813,452.1137364862115
734,Uduma__Kasaragod,18,0.0,26220.32716283911,10471.294066042172,2209.033230193993,224.65363682186256
735,Valiyaparampa__Kasaragod,18,0.0,7978.808369689936,4199.68169144121,1007.2449188756507,106.0998410692873
736,Vorkady__Kasaragod,18,14069.285137782248,9805.601110755235,1603.874573137461,253.91271227568083,23.326466049374545
737,West Eleri__Kasaragod,18,29316.0,0.0,0,0,0
738,Ajanur__Kasaragod,19,0.0,17453.822410311022,20168.969097632096,11365.44857752776,2137.0168972254733
739,Badiyaduka__Kasaragod,19,10599.62530429456,19389.99496069923,3571.07446560328,590.8864271687755,55.418842234147405
740,Balal__Kasaragod,19,0.0,18278.86351474531,4772.205798861971,887.1328721288902,86.80833203833936
741,Bedadka__Kasaragod,19,0.0,20100.893651799746,7487.141645355123,1543.9811506567912,155.57123202305297
742,Beloor__Kasaragod,19,4489.481923344337,4786.696836585559,820.5537289709011,132.0455273256383,12.221983773560783
743,Chemmanad__Kasaragod,19,0.0,41096.48871960821,13768.268157630377,2752.2585458894737,275.2188520043621
744,Chengala__Kasaragod,19,3781.670108962586,41767.05830457984,9410.213446769809,1662.6608446244923,159.3972950632597
745,Cheruvathur__Kasaragod,19,0.0,10926.646062551788,11291.37000567921,5507.301542661912,898.3458572978684
746,Delampadi__Kasaragod,19,7039.661808971045,12936.77645489834,2370.7655845921836,389.5570125469385,36.239138991493036
747,East Eleri__Kasaragod,19,0.0,19318.10582504538,4930.367848805367,907.6548021377166,88.24968932392746
748,Enmakaje__Kasaragod,19,10937.926898866324,13178.66405752272,2299.5007308924423,373.1822282368723,34.726084481645046
749,Kallar__Kasaragod,19,0.0,15047.807128464068,4339.294083947047,826.5230078180593,80.96251528558675
750,Kanjangad(M)__Kasaragod,19,0.0,7288.377638800142,18929.326589299515,31784.94918067024,19415.337729943603
751,Karaduka__Kasaragod,19,648.1195845341108,15996.841653932168,3810.100139021384,688.8225355338108,67.11608697852897
752,Kasaragod(M)__Kasaragod,19,0.0,37796.24621526518,15127.222304842824,3206.797606091409,329.63742478872575
753,Kayyur-Chimeni__Kasaragod,19,0.0,11060.69014728929,9454.442177510464,3749.350920600822,523.4461416133092
754,Kinanur-Karindalam__Kasaragod,19,0.0,13725.587014318415,10615.530369945376,3705.047085994537,466.49635355759733
755,Kodom-Belur__Kasaragod,19,0.0,13175.452525677003,13692.020902157554,6740.207816656821,1114.342174047239
756,Kumbadaje__Kasaragod,19,1604.8113281730239,10489.344395459259,2249.2825274483876,391.15039517326153,37.41135374606671
757,Kumbala__Kasaragod,19,2207.6490008694655,34809.17588427236,8083.785025696144,1449.5848726572185,140.80521650480745
758,Kuttikol__Kasaragod,19,0.0,19068.482741526914,5941.4048301263965,1165.333751700403,116.37959871767187
759,Madhur__Kasaragod,19,0.0,32157.105471559975,8553.409589037476,1595.324748334328,156.52167840478288
760,Madikai__Kasaragod,19,0.0,4484.118159830662,8039.263556024558,7941.060820324776,2654.8086894643025
761,Mangalpady__Kasaragod,19,2752.6771029438205,35876.29989780024,8207.883127829415,1462.600044414945,141.539827011562
762,Manjeswaram__Kasaragod,19,5046.144128677319,29101.26207553437,6187.070212661187,1077.0880483138772,103.43553481323983
763,Meencha__Kasaragod,19,4599.593696283369,15163.389007396614,3000.0537387645054,507.0560699085569,47.90748764695647
764,Mogral-Puthur__Kasaragod,19,316.5335983080022,18995.993845693145,4614.230702112283,831.9738547020463,80.26799918452207
765,Muliyar__Kasaragod,19,0.0,18124.465618331982,6730.722563444342,1390.3176030624854,141.22031251845766
766,Nileswaram(M)__Kasaragod,19,0.0,10003.928251024703,15579.955574284086,12780.02905126158,3509.218819478164
767,Padanna__Kasaragod,19,0.0,10603.19919331464,8884.236202630587,3440.0604320660796,471.294121047697
768,Paivalike__Kasaragod,19,4745.898242239269,23661.657852656193,4933.912672342776,851.2611435575203,81.27008920424515
769,Pallikkara__Kasaragod,19,0.0,21158.481887435562,17207.765086368683,6421.891965259641,854.9394382310799
770,Pananthadi__Kasaragod,19,0.0,17836.91434430982,5054.521632162755,960.2336237326549,94.56791823292627
771,Pilicode__Kasaragod,19,0.0,10215.932572451527,9959.110016055525,4529.038047279067,694.5727456813961
772,Pullur-Periya__Kasaragod,19,0.0,11700.521117367494,12306.729912018649,6160.153179648049,1036.3950783659463
773,Puthige__Kasaragod,19,2405.4541280681206,15480.761002833377,3308.303027252641,573.7623029710222,54.71953887483512
774,Thrikkarippur__Kasaragod,19,0.0,17885.75432577769,15584.057158756905,6313.163799780015,893.9898809176983
775,Uduma__Kasaragod,19,0.0,20976.261730271286,13621.10068540156,4057.843906714206,470.101773510084
776,Valiyaparampa__Kasaragod,19,0.0,6383.046695751948,4955.5070270909555,1735.2651550665983,218.01594316658182
777,Vorkady__Kasaragod,19,5364.628707325945,16549.137319060494,3244.219880661016,546.4751033169863,51.53898963556131
778,West Eleri__Kasaragod,19,29316.0,0.0,0,0,0
779,Ajanur__Kasaragod,20,0.0,13963.057928248818,19625.939760167883,14136.414777328873,3399.84451695078
780,Badiyaduka__Kasaragod,20,0.0,26400.046860956638,6734.858564622469,1239.4472728262342,121.07288969734469
781,Balal__Kasaragod,20,0.0,14623.090811796248,7473.537342038639,1743.0037127758521,185.37865116377162
782,Bedadka__Kasaragod,20,0.0,16080.714921439798,10009.892046644047,2869.856018543728,327.1246932071409
783,Beloor__Kasaragod,20,920.9404216106909,7397.898971002093,1613.7823504938328,281.4845478614143,26.893709031965038
784,Chemmanad__Kasaragod,20,0.0,32877.19097568657,19233.912270025943,5200.1056723167185,581.0253571031925
785,Chengala__Kasaragod,20,0.0,39562.19519127196,15881.582418331815,3359.9634401312883,344.1373889104255
786,Cheruvathur__Kasaragod,20,0.0,8741.31685004143,11218.425217053726,7153.653150168653,1510.2682509269698
787,Delampadi__Kasaragod,20,0.0,17612.88303239361,4483.967758653414,820.4260169601598,79.52325149670843
788,East Eleri__Kasaragod,20,0.0,15454.484660036303,7807.915444053369,1792.8778383279327,189.10022289478485
789,Enmakaje__Kasaragod,20,1681.3924087581963,19799.4657361263,4475.333396218498,791.6176823890416,76.19077650796419
790,Kallar__Kasaragod,20,0.0,12038.245702771255,6480.996692850451,1602.5459348499064,172.79840504314888
791,Kanjangad(M)__Kasaragod,20,0.0,5830.702111040114,16601.13679919964,32039.15347845567,22946.998750018072
792,Karaduka__Kasaragod,20,0.0,13933.630004620441,6247.448442003541,1374.306726056553,143.65192426006348
793,Kasaragod(M)__Kasaragod,20,0.0,30236.996972212142,19661.027086927294,5875.931221938706,685.9482699099934
794,Kayyur-Chimeni__Kasaragod,20,0.0,8848.552117831432,9775.691771466229,5223.64480936949,940.040688346734
795,Kinanur-Karindalam__Kasaragod,20,0.0,10980.469611454731,11237.541698819983,5416.481261539775,878.1682520014348
796,Kodom-Belur__Kasaragod,20,0.0,10540.362020541603,13588.707226861443,8729.700017459796,1863.2541536757747
797,Kumbadaje__Kasaragod,20,0.0,10794.306335014597,3897.2949010505617,797.5457456436877,80.87250876531799
798,Kumbala__Kasaragod,20,0.0,31579.86673881213,13428.863197411387,2905.2768919456453,301.87020235560954
799,Kuttikol__Kasaragod,20,0.0,15254.786193221531,8566.8204124065,2224.1331897589707,245.8611266843833
800,Madhur__Kasaragod,20,0.0,25725.68437724798,13274.148765541975,3128.748360771342,333.77998377526376
801,Madikai__Kasaragod,20,0.0,3587.2945278645298,7328.2344767857785,8666.57344038249,3537.1487806114997
802,Mangalpady__Kasaragod,20,0.0,33264.53289159443,13741.566481823582,2941.665553934723,304.05094305766704
803,Manjeswaram__Kasaragod,20,0.0,30641.107785757973,10769.908585235822,2194.8256410334616,223.11198462589283
804,Meencha__Kasaragod,20,0.0,17967.932267165772,5432.720792490927,1050.727254338285,104.24705097012946
805,Mogral-Puthur__Kasaragod,20,0.0,15776.177630974911,7490.5833308284555,1662.3784557131644,172.70953859586055
806,Muliyar__Kasaragod,20,0.0,14499.572494665586,9009.47117442187,2581.9823820777447,295.70004619206713
807,Nileswaram(M)__Kasaragod,20,0.0,8003.142600819762,14464.750109632208,14476.016938200442,4929.222047396117
808,Padanna__Kasaragod,20,0.0,8482.559354651712,9228.028800767397,4834.678735695966,853.523057943928
809,Paivalike__Kasaragod,20,0.0,25644.746693448782,8679.461708405459,1743.4591065196844,175.8546607106363
810,Pallikkara__Kasaragod,20,0.0,16926.78550994845,17997.90844658206,9149.901430837863,1568.4829899265956
811,Pananthadi__Kasaragod,20,0.0,14269.531475447855,7611.000174592167,1864.445325306022,201.26054309211014
812,Pilicode__Kasaragod,20,0.0,8172.746057961222,10010.474527334725,6017.633600792497,1197.7991953790702
813,Pullur-Periya__Kasaragod,20,0.0,9360.416893893995,12185.488153088418,7937.03769764644,1720.8565427712851
814,Puthige__Kasaragod,20,0.0,15977.799330425314,5742.794622368789,1171.67154142477,118.47090587161537
815,Thrikkarippur__Kasaragod,20,0.0,14308.603460622151,16044.396592161062,8728.512587111394,1595.4525253377
816,Uduma__Kasaragod,20,0.0,16781.009384217028,15092.132894375505,6331.19249860405,920.9733187005513
817,Valiyaparampa__Kasaragod,20,0.0,5106.437356601558,5241.014960823154,2533.5593210329453,410.8231826184261
818,Vorkady__Kasaragod,20,0.0,19921.264523487556,5905.203368340912,1134.5996235250798,112.25844555967089
819,West Eleri__Kasaragod,20,29316.0,0.0,0,0,0
820,Ajanur__Kasaragod,21,0.0,11170.446342599054,18493.36339378407,16490.889976325907,4970.557269987321
821,Badiyaduka__Kasaragod,21,0.0,21120.03748876531,10667.896223889304,2448.7026221033684,258.78925334470404
822,Balal__Kasaragod,21,0.0,11698.472649436999,8903.44803599016,3044.044101986263,379.04573036108854
823,Bedadka__Kasaragod,21,0.0,12864.571937151839,11224.056621603197,4552.961536923234,645.9975841564441
824,Beloor__Kasaragod,21,0.0,7349.973728247474,2770.6056745954847,572.9649570866904,58.16976990545551
825,Chemmanad__Kasaragod,21,0.0,26301.752780549257,21962.56801115807,8469.098607175605,1158.8148762494945
826,Chengala__Kasaragod,21,0.0,31649.756153017566,20617.704972919844,6162.950652671952,717.4666600361243
827,Cheruvathur__Kasaragod,21,0.0,6993.053480033144,10723.003543651266,8602.487843560659,2305.118600945709
828,Delampadi__Kasaragod,21,0.0,14090.306425914887,7109.750813401453,1626.0611223619362,170.68169782561506
829,East Eleri__Kasaragod,21,0.0,12363.587728029042,9337.229287249957,3155.2522784355033,388.30887159788847
830,Enmakaje__Kasaragod,21,0.0,18598.566277800357,7540.159864200059,1598.7268413672923,164.14829677341328
831,Kallar__Kasaragod,21,0.0,9630.596562217004,7592.446494834612,2720.684613992229,350.8590644709162
