,name,day,S,E,I,R
155,P6,16,16187.323588648542,8.463124947068382,6.242888649563854,3.9703977548212572
156,P7,16,11931.0,0.0,0.0,0.0
157,P8,16,6881.233982811955,25.216426819936387,18.65763094651105,11.8919594215959
158,P9,16,8551.72835109509,16.87289608835135,12.463882006599267,7.934870809956908
159,P10,16,7944.0,0.0,0.0,0.0
160,P1,17,14473.0,0.0,0.0,0.0
161,P2,17,19804.0,0.0,0.0,0.0
162,P3,17,1955.1415534326743,19.256483906264734,14.333269617088426,9.268693043972306
163,P4,17,16648.0,0.0,0.0,0.0
164,P5,17,2456.0,0.0,0.0,0.0
165,P6,17,16184.268098536102,9.825990070095264,7.248795887525507,4.657115506273281
166,P7,17,11931.0,0.0,0.0,0.0
167,P8,17,6872.165237415837,29.241886852066877,21.64857690638211,13.944298825712115
168,P9,17,8545.64755132456,19.579116641208973,14.467434203543618,9.305897830682827
169,P10,17,7944.0,0.0,0.0,0.0
170,P1,18,14473.0,0.0,0.0,0.0
171,P2,18,19804.0,0.0,0.0,0.0
172,P3,18,1948.2689058840194,22.277834673666728,16.607906740461647,10.845352701852033
173,P4,18,16648.0,0.0,0.0,0.0
174,P5,18,2456.0,0.0,0.0,0.0
175,P6,18,16180.72095158699,11.407939005186824,8.416626353916755,5.454483053901087
176,P7,18,11931.0,0.0,0.0,0.0
177,P8,18,6861.656577641983,33.90216925550756,25.115610817093454,16.325642285414148
178,P9,18,8538.594290071682,22.716554565846003,16.791839769395615,10.897315593072625
179,P10,18,7944.0,0.0,0.0,0.0
180,P1,19,14473.0,0.0,0.0,0.0
181,P2,19,19804.0,0.0,0.0,0.0
182,P3,19,1940.3335868328738,25.757586790078975,19.236603933744213,12.672222443302815
183,P4,19,16648.0,0.0,0.0,0.0
184,P5,19,2456.0,0.0,0.0,0.0
185,P6,19,16176.603237754498,13.244065036642674,9.772385256023277,6.38031195283193
186,P7,19,11931.0,0.0,0.0,0.0
187,P8,19,6849.483592040043,39.29472100634588,29.133327478314687,19.08835947529443
188,P9,19,8530.414575725934,26.352957998425133,19.488048307931297,12.744417967706143
189,P10,19,7944.0,0.0,0.0,0.0
190,P1,20,14473.0,0.0,0.0,0.0
191,P2,20,19804.0,0.0,0.0,0.0
192,P3,20,1931.179702915191,29.759953349745956,22.272094859048146,14.788248876014677
193,P4,20,16648.0,0.0,0.0,0.0
194,P5,20,2456.0,0.0,0.0,0.0
195,P6,20,16171.82345498905,15.375034794762339,11.346235885189252,7.45527433099449
196,P7,20,11931.0,0.0,0.0,0.0
197,P8,20,6835.388357531368,45.53101131375199,33.78760565696925,22.293025497909042
198,P9,20,8520.930566603121,30.566375521551826,22.61495459374388,14.888103281578585
199,P10,20,7944.0,0.0,0.0,0.0
200,P1,21,14473.0,0.0,0.0,0.0
201,P2,21,19804.0,0.0,0.0,0.0
202,P3,21,1920.6313572739168,34.35630832107095,25.774155094502042,17.238179310509974
203,P4,21,16648.0,0.0,0.0,0.0
204,P5,21,2456.0,0.0,0.0,0.0
205,P6,21,16166.275524064033,17.847958760827247,13.173156896770902,8.703360278365308
206,P7,21,11931.0,0.0,0.0,0.0
207,P8,21,6819.074938314863,52.738228267505725,39.17717129745303,26.00966212017566
208,P9,21,8509.937060449729,35.44660657063361,26.24058469274242,17.375748286890413
209,P10,21,7944.0,0.0,0.0,0.0
210,P1,22,14473.0,0.0,0.0,0.0
211,P2,22,19804.0,0.0,0.0,0.0
212,P3,22,1908.4910676162324,39.62533631454121,29.81025969832101,20.0733363709052
213,P4,22,16648.0,0.0,0.0,0.0
214,P5,22,2456.0,0.0,0.0,0.0
215,P6,22,16159.836499436222,20.717391636473234,15.293701390291552,10.152407537010106
216,P7,22,11931.0,0.0,0.0,0.0
217,P8,22,6800.20445931749,61.061061611378065,45.41532810823434,30.319150962895492
218,P9,22,8497.197532583776,41.09681312246019,30.443441690667477,20.26221260309208
219,P10,22,7944.0,0.0,0.0,0.0
220,P1,23,14473.0,0.0,0.0,0.0
221,P2,23,19804.0,0.0,0.0,0.0
222,P3,23,1894.538424455468,45.652912212397354,34.45619839441394,23.35246493772051
223,P4,23,16648.0,0.0,0.0,0.0
224,P5,23,2456.0,0.0,0.0,0.0
225,P6,23,16152.363932496213,24.046480249186782,17.75487256465413,11.834714689942176
226,P7,23,11931.0,0.0,0.0,0.0
227,P8,23,6778.389781042405,70.66352756418695,52.63185433860418,35.314837054801266
228,P9,23,8482.439687731932,47.63529534981073,35.31402572918609,23.610991189065505
229,P10,23,7944.0,0.0,0.0,0.0
230,P1,24,14473.0,0.0,0.0,0.0
231,P2,24,19804.0,0.0,0.0,0.0
232,P3,24,1878.529160195583,52.53159402980288,39.79659901350787,27.142646761106043
233,P4,24,16648.0,0.0,0.0,0.0
234,P5,24,2456.0,0.0,0.0,0.0
235,P6,24,16143.692838457751,27.908278237810432,20.61113263237953,13.78775067205413
236,P7,24,11931.0,0.0,0.0,0.0
237,P8,24,6753.189835883548,81.73076721020675,60.97505587419511,41.10434103204773
238,P9,24,8465.350497400621,55.19742661115945,40.95654196893777,27.495534019275976
239,P10,24,7944.0,0.0,0.0,0.0
240,P1,25,14473.0,0.0,0.0,0.0
241,P2,25,19804.0,0.0,0.0,0.0
242,P3,25,1860.19485331645,60.35958210297534,45.925291927982585,31.52027265259191
243,P4,25,16648.0,0.0,0.0,0.0
244,P5,25,2456.0,0.0,0.0,0.0
245,P6,25,16133.632212813409,32.387248234591524,23.925563690379867,16.05497526161588
246,P7,25,11931.0,0.0,0.0,0.0
247,P8,25,6724.1037320187215,94.47071763299205,70.61395317007499,47.81159717820919
248,P9,25,8445.570706198503,63.937732491045715,47.490807674586506,32.00075363585913
249,P10,25,7944.0,0.0,0.0,0.0
250,P1,26,14473.0,0.0,0.0,0.0
251,P2,26,19804.0,0.0,0.0,0.0
252,P3,26,1839.243554055224,69.23896494360623,52.94542623649957,36.57205476466999
253,P4,26,16648.0,0.0,0.0,0.0
254,P5,26,2456.0,0.0,0.0,0.0
255,P6,26,16121.96103793486,37.58097346622236,27.771201331356387,18.686787267557666
256,P7,26,11931.0,0.0,0.0,0.0
257,P8,26,6690.564793347637,109.11551277747816,81.74056184796515,55.57913202691744
258,P9,26,8422.688808735003,74.03208345633587,55.05436532859113,37.22474248006364
259,P10,26,7944.0,0.0,0.0,0.0
260,P1,27,14473.0,0.0,0.0,0.0
261,P2,27,19804.0,0.0,0.0,0.0
262,P3,27,1815.3616863766092,79.2730396334997,60.969222339205864,42.396051650684946
263,P4,27,16648.0,0.0,0.0,0.0
264,P5,27,2456.0,0.0,0.0,0.0
265,P6,27,16108.423715297442,43.6021014103948,32.23256387815166,21.74161941400687
266,P7,27,11931.0,0.0,0.0,0.0
267,P8,27,6651.93478651596,125.92241705365916,94.57220260018462,64.57059383019362
268,P9,27,8396.23452587375,85.67994962632322,63.804801833713285,43.28072266620866
269,P10,27,7944.0,0.0,0.0,0.0
270,P1,28,14473.0,0.0,0.0,0.0
271,P2,28,19804.0,0.0,0.0,0.0
272,P3,28,1788.2176507216755,90.56246736173364,70.11721580859316,49.10266610799759
273,P4,28,16648.0,0.0,0.0,0.0
274,P5,28,2456.0,0.0,0.0,0.0
275,P6,28,16092.724854367785,50.580542057973524,37.40740213363394,25.287201440603553
276,P7,28,11931.0,0.0,0.0,0.0
277,P8,28,6607.498692972113,145.17402718677417,109.35374372489615,74.97353611621392
278,P9,28,8365.671848118987,99.10663745582055,73.92226355726947,50.299250867917124
279,P10,28,7944.0,0.0,0.0,0.0
280,P1,29,14473.0,0.0,0.0,0.0
281,P2,29,19804.0,0.0,0.0,0.0
282,P3,29,1757.4676141676666,103.20001044339578,80.51681554199465,56.81555984694284
283,P4,29,16648.0,0.0,0.0,0.0
284,P5,29,2456.0,0.0,0.0,0.0
285,P6,29,16074.523345992733,58.66594202143115,43.40869631052891,29.402015675303286
286,P7,29,11931.0,0.0,0.0,0.0
287,P8,29,6556.460519095856,167.17739562567576,126.35963735251241,87.0024479259525
288,P9,29,8330.391768295582,114.56538978806287,85.61214205713395,58.430699859216766
289,P10,29,7944.0,0.0,0.0,0.0
290,P1,30,14473.0,0.0,0.0,0.0
291,P2,30,19804.0,0.0,0.0,0.0
292,P3,30,1722.7640151194314,117.26360740295188,92.29996792105439,65.67240955656226
293,P4,30,16648.0,0.0,0.0,0.0
294,P5,30,2456.0,0.0,0.0,0.0
295,P6,30,16053.425646985654,68.03045262422413,50.366928120656965,34.176972269461466
296,P7,30,11931.0,0.0,0.0,0.0
297,P8,30,6497.940803509952,192.261632086445,145.8955563688712,100.90200803472887
298,P9,30,8289.704899638595,132.3391804874373,99.1078843884618,67.8480354855015
299,P10,30,7944.0,0.0,0.0,0.0
300,P1,31,14473.0,0.0,0.0,0.0
301,P2,31,19804.0,0.0,0.0,0.0
302,P3,31,1683.7673078960959,132.80759314569707,105.59969293032879,75.82540602787824
303,P4,31,16648.0,0.0,0.0,0.0
304,P5,31,2456.0,0.0,0.0,0.0
