fromName,toName,value
Kunnathukal__Thiruvananthapuram,Pallichal__Thiruvananthapuram,14757
Kunnathukal__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,60672
Kunnathukal__Thiruvananthapuram,Panavoor__Thiruvananthapuram,33336
Kunnathukal__Thiruvananthapuram,Pangod__Thiruvananthapuram,41749
Kunnathukal__Thiruvananthapuram,Parassala__Thiruvananthapuram,6995
Kunnathukal__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,50046
Kunnathukal__Thiruvananthapuram,Peringammala__Thiruvananthapuram,39272
Kunnathukal__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,4675
Kunnathukal__Thiruvananthapuram,Poovachal__Thiruvananthapuram,14213
Kunnathukal__Thiruvananthapuram,Poovar__Thiruvananthapuram,13085
Kunnathukal__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,38504
Kunnathukal__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,46391
Kunnathukal__Thiruvananthapuram,Pullampara__Thiruvananthapuram,37263
Kunnathukal__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,11274
Kunnathukal__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,25884
Kunnathukal__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,27216
Kunnathukal__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,23113
Kunnathukal__Thiruvananthapuram,Vakkam__Thiruvananthapuram,52915
Kunnathukal__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,42950
Kunnathukal__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,60066
Kunnathukal__Thiruvananthapuram,Vellanad__Thiruvananthapuram,20337
Kunnathukal__Thiruvananthapuram,Vellarada__Thiruvananthapuram,4820
Kunnathukal__Thiruvananthapuram,Vembayam__Thiruvananthapuram,32877
Kunnathukal__Thiruvananthapuram,Venganoor__Thiruvananthapuram,16939
Kunnathukal__Thiruvananthapuram,Vettoor__Thiruvananthapuram,56786
Kunnathukal__Thiruvananthapuram,Vilappil__Thiruvananthapuram,17997
Kunnathukal__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,17595
Kunnathukal__Thiruvananthapuram,Vithura__Thiruvananthapuram,27939
Madavoor__Thiruvananthapuram,Amboori__Thiruvananthapuram,52602
Madavoor__Thiruvananthapuram,Anad__Thiruvananthapuram,27726
Madavoor__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,16911
Madavoor__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,23949
Madavoor__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,34716
Madavoor__Thiruvananthapuram,Aryanad__Thiruvananthapuram,39075
Madavoor__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,51717
Madavoor__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,53926
Madavoor__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,13212
Madavoor__Thiruvananthapuram,Azhoor__Thiruvananthapuram,19999
Madavoor__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,50210
Madavoor__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,10479
Madavoor__Thiruvananthapuram,Chenkal__Thiruvananthapuram,58923
Madavoor__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,13017
Madavoor__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,18504
Madavoor__Thiruvananthapuram,Edava__Thiruvananthapuram,15630
Madavoor__Thiruvananthapuram,Elakamon__Thiruvananthapuram,11830
Madavoor__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,14684
Madavoor__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,25673
Madavoor__Thiruvananthapuram,Kallara__Thiruvananthapuram,17252
Madavoor__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,52214
Madavoor__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,46416
Madavoor__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,56377
Madavoor__Thiruvananthapuram,Karakulam__Thiruvananthapuram,31087
Madavoor__Thiruvananthapuram,Karavaram__Thiruvananthapuram,8486
Madavoor__Thiruvananthapuram,Karode__Thiruvananthapuram,63114
Madavoor__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,58664
Madavoor__Thiruvananthapuram,Kattakada__Thiruvananthapuram,45747
Madavoor__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,4564
Madavoor__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,16704
Madavoor__Thiruvananthapuram,Kollayil__Thiruvananthapuram,57479
Madavoor__Thiruvananthapuram,Kottukal__Thiruvananthapuram,53610
Madavoor__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,61775
Madavoor__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,57137
Madavoor__Thiruvananthapuram,Madavoor__Thiruvananthapuram,0
Madavoor__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,44182
Madavoor__Thiruvananthapuram,Manampoor__Thiruvananthapuram,11810
Madavoor__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,20104
Madavoor__Thiruvananthapuram,Manikkal__Thiruvananthapuram,20646
Madavoor__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,47397
Madavoor__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,14624
Madavoor__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,7340
Madavoor__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,25316
Madavoor__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,5349
Madavoor__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,29742
Madavoor__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,16215
Madavoor__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,53210
Madavoor__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,49746
Madavoor__Thiruvananthapuram,Ottoor__Thiruvananthapuram,9834
Madavoor__Thiruvananthapuram,Pallichal__Thiruvananthapuram,46312
Madavoor__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,3612
Madavoor__Thiruvananthapuram,Panavoor__Thiruvananthapuram,24414
Madavoor__Thiruvananthapuram,Pangod__Thiruvananthapuram,19077
Madavoor__Thiruvananthapuram,Parassala__Thiruvananthapuram,62364
Madavoor__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,7843
Madavoor__Thiruvananthapuram,Peringammala__Thiruvananthapuram,29871
Madavoor__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,53340
Madavoor__Thiruvananthapuram,Poovachal__Thiruvananthapuram,43178
Madavoor__Thiruvananthapuram,Poovar__Thiruvananthapuram,59873
Madavoor__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,21366
Madavoor__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,10766
Madavoor__Thiruvananthapuram,Pullampara__Thiruvananthapuram,19957
Madavoor__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,57252
Madavoor__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,36081
Madavoor__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,32184
Madavoor__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,34760
Madavoor__Thiruvananthapuram,Vakkam__Thiruvananthapuram,15792
Madavoor__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,14212
Madavoor__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,14455
Madavoor__Thiruvananthapuram,Vellanad__Thiruvananthapuram,36925
Madavoor__Thiruvananthapuram,Vellarada__Thiruvananthapuram,56679
Madavoor__Thiruvananthapuram,Vembayam__Thiruvananthapuram,24847
Madavoor__Thiruvananthapuram,Venganoor__Thiruvananthapuram,49491
Madavoor__Thiruvananthapuram,Vettoor__Thiruvananthapuram,15378
Madavoor__Thiruvananthapuram,Vilappil__Thiruvananthapuram,39489
Madavoor__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,41507
Madavoor__Thiruvananthapuram,Vithura__Thiruvananthapuram,37598
Malayinkeezhu__Thiruvananthapuram,Amboori__Thiruvananthapuram,16380
Malayinkeezhu__Thiruvananthapuram,Anad__Thiruvananthapuram,18100
Malayinkeezhu__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,39252
Malayinkeezhu__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,24259
Malayinkeezhu__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,10038
Malayinkeezhu__Thiruvananthapuram,Aryanad__Thiruvananthapuram,15281
Malayinkeezhu__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,10654
Malayinkeezhu__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,10235
Malayinkeezhu__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,34439
Malayinkeezhu__Thiruvananthapuram,Azhoor__Thiruvananthapuram,30735
Malayinkeezhu__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,6557
Malayinkeezhu__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,44647
Malayinkeezhu__Thiruvananthapuram,Chenkal__Thiruvananthapuram,14747
Malayinkeezhu__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,41577
Malayinkeezhu__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,34422
Malayinkeezhu__Thiruvananthapuram,Edava__Thiruvananthapuram,49652
Malayinkeezhu__Thiruvananthapuram,Elakamon__Thiruvananthapuram,48504
Malayinkeezhu__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,36611
Malayinkeezhu__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,25482
Malayinkeezhu__Thiruvananthapuram,Kallara__Thiruvananthapuram,29291
Malayinkeezhu__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,19689
Malayinkeezhu__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,6986
Malayinkeezhu__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,13536
Malayinkeezhu__Thiruvananthapuram,Karakulam__Thiruvananthapuram,13168
Malayinkeezhu__Thiruvananthapuram,Karavaram__Thiruvananthapuram,37892
Malayinkeezhu__Thiruvananthapuram,Karode__Thiruvananthapuram,18988
Malayinkeezhu__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,15947
Malayinkeezhu__Thiruvananthapuram,Kattakada__Thiruvananthapuram,5563
Malayinkeezhu__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,39740
Malayinkeezhu__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,32907
Malayinkeezhu__Thiruvananthapuram,Kollayil__Thiruvananthapuram,13593
Malayinkeezhu__Thiruvananthapuram,Kottukal__Thiruvananthapuram,11420
Malayinkeezhu__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,17960
Malayinkeezhu__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,14429
Malayinkeezhu__Thiruvananthapuram,Madavoor__Thiruvananthapuram,44182
Malayinkeezhu__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,0
Malayinkeezhu__Thiruvananthapuram,Manampoor__Thiruvananthapuram,38880
Malayinkeezhu__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,27843
Malayinkeezhu__Thiruvananthapuram,Manikkal__Thiruvananthapuram,23629
Malayinkeezhu__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,3872
Malayinkeezhu__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,30606
Malayinkeezhu__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,37320
Malayinkeezhu__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,24137
Malayinkeezhu__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,43853
Malayinkeezhu__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,15207
Malayinkeezhu__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,27969
Malayinkeezhu__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,9032
Malayinkeezhu__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,11376
Malayinkeezhu__Thiruvananthapuram,Ottoor__Thiruvananthapuram,41068
Malayinkeezhu__Thiruvananthapuram,Pallichal__Thiruvananthapuram,3768
Malayinkeezhu__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,47604
Malayinkeezhu__Thiruvananthapuram,Panavoor__Thiruvananthapuram,22030
Malayinkeezhu__Thiruvananthapuram,Pangod__Thiruvananthapuram,31248
Malayinkeezhu__Thiruvananthapuram,Parassala__Thiruvananthapuram,18360
Malayinkeezhu__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,37661
Malayinkeezhu__Thiruvananthapuram,Peringammala__Thiruvananthapuram,32448
Malayinkeezhu__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,9893
Malayinkeezhu__Thiruvananthapuram,Poovachal__Thiruvananthapuram,7931
Malayinkeezhu__Thiruvananthapuram,Poovar__Thiruvananthapuram,16398
Malayinkeezhu__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,24419
Malayinkeezhu__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,33651
Malayinkeezhu__Thiruvananthapuram,Pullampara__Thiruvananthapuram,24942
Malayinkeezhu__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,13547
Malayinkeezhu__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,11549
Malayinkeezhu__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,18641
Malayinkeezhu__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,13757
Malayinkeezhu__Thiruvananthapuram,Vakkam__Thiruvananthapuram,38626
Malayinkeezhu__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,30300
Malayinkeezhu__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,45863
Malayinkeezhu__Thiruvananthapuram,Vellanad__Thiruvananthapuram,10143
Malayinkeezhu__Thiruvananthapuram,Vellarada__Thiruvananthapuram,16344
Malayinkeezhu__Thiruvananthapuram,Vembayam__Thiruvananthapuram,19376
Malayinkeezhu__Thiruvananthapuram,Venganoor__Thiruvananthapuram,9117
Malayinkeezhu__Thiruvananthapuram,Vettoor__Thiruvananthapuram,42510
Malayinkeezhu__Thiruvananthapuram,Vilappil__Thiruvananthapuram,5178
Malayinkeezhu__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,3167
Malayinkeezhu__Thiruvananthapuram,Vithura__Thiruvananthapuram,23501
Manampoor__Thiruvananthapuram,Amboori__Thiruvananthapuram,50431
Manampoor__Thiruvananthapuram,Anad__Thiruvananthapuram,25870
Manampoor__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,5307
Manampoor__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,15361
Manampoor__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,30802
Manampoor__Thiruvananthapuram,Aryanad__Thiruvananthapuram,38030
Manampoor__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,47993
Manampoor__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,47679
Manampoor__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,4542
Manampoor__Thiruvananthapuram,Azhoor__Thiruvananthapuram,9637
Manampoor__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,44143
Manampoor__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,5821
Manampoor__Thiruvananthapuram,Chenkal__Thiruvananthapuram,53180
Manampoor__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,3212
Manampoor__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,7083
Manampoor__Thiruvananthapuram,Edava__Thiruvananthapuram,11075
Manampoor__Thiruvananthapuram,Elakamon__Thiruvananthapuram,9651
Manampoor__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,3174
Manampoor__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,15939
Manampoor__Thiruvananthapuram,Kallara__Thiruvananthapuram,19201
Manampoor__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,51044
Manampoor__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,39476
Manampoor__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,49528
Manampoor__Thiruvananthapuram,Karakulam__Thiruvananthapuram,25990
Manampoor__Thiruvananthapuram,Karavaram__Thiruvananthapuram,4558
Manampoor__Thiruvananthapuram,Karode__Thiruvananthapuram,57100
Manampoor__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,51642
Manampoor__Thiruvananthapuram,Kattakada__Thiruvananthapuram,41744
Manampoor__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,11013
Manampoor__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,6467
Manampoor__Thiruvananthapuram,Kollayil__Thiruvananthapuram,52471
Manampoor__Thiruvananthapuram,Kottukal__Thiruvananthapuram,46658
Manampoor__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,55344
Manampoor__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,52932
Manampoor__Thiruvananthapuram,Madavoor__Thiruvananthapuram,11810
Manampoor__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,38880
Manampoor__Thiruvananthapuram,Manampoor__Thiruvananthapuram,0
Manampoor__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,11348
Manampoor__Thiruvananthapuram,Manikkal__Thiruvananthapuram,16351
Manampoor__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,42527
Manampoor__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,9065
Manampoor__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,7434
Manampoor__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,26454
Manampoor__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,7435
Manampoor__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,26715
Manampoor__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,13658
Manampoor__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,47734
Manampoor__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,46706
Manampoor__Thiruvananthapuram,Ottoor__Thiruvananthapuram,2616
Manampoor__Thiruvananthapuram,Pallichal__Thiruvananthapuram,40193
Manampoor__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,13179
Manampoor__Thiruvananthapuram,Panavoor__Thiruvananthapuram,23863
Manampoor__Thiruvananthapuram,Pangod__Thiruvananthapuram,23062
Manampoor__Thiruvananthapuram,Parassala__Thiruvananthapuram,57190
Manampoor__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,13838
Manampoor__Thiruvananthapuram,Peringammala__Thiruvananthapuram,34590
Manampoor__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,48656
Manampoor__Thiruvananthapuram,Poovachal__Thiruvananthapuram,39980
Manampoor__Thiruvananthapuram,Poovar__Thiruvananthapuram,53226
Manampoor__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,14463
Manampoor__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,12438
Manampoor__Thiruvananthapuram,Pullampara__Thiruvananthapuram,18948
Manampoor__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,50874
Manampoor__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,28854
Manampoor__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,31905
Manampoor__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,32857
Manampoor__Thiruvananthapuram,Vakkam__Thiruvananthapuram,4055
Manampoor__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,14399
Manampoor__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,7502
Manampoor__Thiruvananthapuram,Vellanad__Thiruvananthapuram,33948
Manampoor__Thiruvananthapuram,Vellarada__Thiruvananthapuram,53456
Manampoor__Thiruvananthapuram,Vembayam__Thiruvananthapuram,20311
Manampoor__Thiruvananthapuram,Venganoor__Thiruvananthapuram,42355
Manampoor__Thiruvananthapuram,Vettoor__Thiruvananthapuram,5428
Manampoor__Thiruvananthapuram,Vilappil__Thiruvananthapuram,34955
Manampoor__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,35857
Manampoor__Thiruvananthapuram,Vithura__Thiruvananthapuram,39089
Mangalapuram__Thiruvananthapuram,Amboori__Thiruvananthapuram,40582
Mangalapuram__Thiruvananthapuram,Anad__Thiruvananthapuram,17679
Mangalapuram__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,11554
Mangalapuram__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,4058
Mangalapuram__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,20636
Mangalapuram__Thiruvananthapuram,Aryanad__Thiruvananthapuram,29349
Mangalapuram__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,37418
Mangalapuram__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,36374
Mangalapuram__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,7371
Mangalapuram__Thiruvananthapuram,Azhoor__Thiruvananthapuram,3525
Mangalapuram__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,32876
Mangalapuram__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,17164
Mangalapuram__Thiruvananthapuram,Chenkal__Thiruvananthapuram,41934
Mangalapuram__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,13791
Mangalapuram__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,6930
Mangalapuram__Thiruvananthapuram,Edava__Thiruvananthapuram,21823
Mangalapuram__Thiruvananthapuram,Elakamon__Thiruvananthapuram,20966
Mangalapuram__Thiruvananthapuram,Kadakkavoor__Thiruvananthapuram,8795
Mangalapuram__Thiruvananthapuram,Kadinamkulam__Thiruvananthapuram,5696
Mangalapuram__Thiruvananthapuram,Kallara__Thiruvananthapuram,16350
Mangalapuram__Thiruvananthapuram,Kallikkad__Thiruvananthapuram,41772
Mangalapuram__Thiruvananthapuram,Kalliyoor__Thiruvananthapuram,28131
Mangalapuram__Thiruvananthapuram,Kanjiramkulam__Thiruvananthapuram,38180
Mangalapuram__Thiruvananthapuram,Karakulam__Thiruvananthapuram,15419
Mangalapuram__Thiruvananthapuram,Karavaram__Thiruvananthapuram,11894
Mangalapuram__Thiruvananthapuram,Karode__Thiruvananthapuram,45802
Mangalapuram__Thiruvananthapuram,Karumkulam__Thiruvananthapuram,40295
Mangalapuram__Thiruvananthapuram,Kattakada__Thiruvananthapuram,31159
Mangalapuram__Thiruvananthapuram,Kilimanoor__Thiruvananthapuram,16845
Mangalapuram__Thiruvananthapuram,Kizhuvilam__Thiruvananthapuram,5075
Mangalapuram__Thiruvananthapuram,Kollayil__Thiruvananthapuram,41393
Mangalapuram__Thiruvananthapuram,Kottukal__Thiruvananthapuram,35310
Mangalapuram__Thiruvananthapuram,Kulathoor__Thiruvananthapuram,44010
Mangalapuram__Thiruvananthapuram,Kunnathukal__Thiruvananthapuram,42105
Mangalapuram__Thiruvananthapuram,Madavoor__Thiruvananthapuram,20104
Mangalapuram__Thiruvananthapuram,Malayinkeezhu__Thiruvananthapuram,27843
Mangalapuram__Thiruvananthapuram,Manampoor__Thiruvananthapuram,11348
Mangalapuram__Thiruvananthapuram,Mangalapuram__Thiruvananthapuram,0
Mangalapuram__Thiruvananthapuram,Manikkal__Thiruvananthapuram,8198
Mangalapuram__Thiruvananthapuram,Maranalloor__Thiruvananthapuram,31583
Mangalapuram__Thiruvananthapuram,Mudakkal__Thiruvananthapuram,6127
Mangalapuram__Thiruvananthapuram,Nagaroor__Thiruvananthapuram,12878
Mangalapuram__Thiruvananthapuram,Nanniyodu__Thiruvananthapuram,20845
Mangalapuram__Thiruvananthapuram,Navayikkulam__Thiruvananthapuram,17667
Mangalapuram__Thiruvananthapuram,Nedumangad(M)__Thiruvananthapuram,17470
Mangalapuram__Thiruvananthapuram,Nellanadu__Thiruvananthapuram,9167
Mangalapuram__Thiruvananthapuram,Neyyattinkara(M)__Thiruvananthapuram,36568
Mangalapuram__Thiruvananthapuram,Ottasekharamangalam__Thiruvananthapuram,36477
Mangalapuram__Thiruvananthapuram,Ottoor__Thiruvananthapuram,13795
Mangalapuram__Thiruvananthapuram,Pallichal__Thiruvananthapuram,28937
Mangalapuram__Thiruvananthapuram,Pallikkal__Thiruvananthapuram,22741
Mangalapuram__Thiruvananthapuram,Panavoor__Thiruvananthapuram,17201
Mangalapuram__Thiruvananthapuram,Pangod__Thiruvananthapuram,20927
Mangalapuram__Thiruvananthapuram,Parassala__Thiruvananthapuram,46044
Mangalapuram__Thiruvananthapuram,Pazhayakunnummel__Thiruvananthapuram,17272
Mangalapuram__Thiruvananthapuram,Peringammala__Thiruvananthapuram,31197
Mangalapuram__Thiruvananthapuram,Perumkadavila__Thiruvananthapuram,37705
Mangalapuram__Thiruvananthapuram,Poovachal__Thiruvananthapuram,29842
Mangalapuram__Thiruvananthapuram,Poovar__Thiruvananthapuram,41882
Mangalapuram__Thiruvananthapuram,Pothencodu__Thiruvananthapuram,4118
Mangalapuram__Thiruvananthapuram,Pulimathu__Thiruvananthapuram,13302
Mangalapuram__Thiruvananthapuram,Pullampara__Thiruvananthapuram,13243
Mangalapuram__Thiruvananthapuram,Thirupuram__Thiruvananthapuram,39549
Mangalapuram__Thiruvananthapuram,Thiruvananthapuram(C)__Thiruvananthapuram,17512
Mangalapuram__Thiruvananthapuram,Tholikkodu__Thiruvananthapuram,24289
Mangalapuram__Thiruvananthapuram,Uzhamalakkal__Thiruvananthapuram,23894
Mangalapuram__Thiruvananthapuram,Vakkam__Thiruvananthapuram,10812
Mangalapuram__Thiruvananthapuram,Vamanpuram__Thiruvananthapuram,12322
Mangalapuram__Thiruvananthapuram,Varkala(M)__Thiruvananthapuram,18028
Mangalapuram__Thiruvananthapuram,Vellanad__Thiruvananthapuram,24186
Mangalapuram__Thiruvananthapuram,Vellarada__Thiruvananthapuram,43023
Mangalapuram__Thiruvananthapuram,Vembayam__Thiruvananthapuram,10763
Mangalapuram__Thiruvananthapuram,Venganoor__Thiruvananthapuram,31007
Mangalapuram__Thiruvananthapuram,Vettoor__Thiruvananthapuram,14682
Mangalapuram__Thiruvananthapuram,Vilappil__Thiruvananthapuram,24296
Mangalapuram__Thiruvananthapuram,Vilavoorkal__Thiruvananthapuram,24754
Mangalapuram__Thiruvananthapuram,Vithura__Thiruvananthapuram,32329
Manikkal__Thiruvananthapuram,Amboori__Thiruvananthapuram,34085
Manikkal__Thiruvananthapuram,Anad__Thiruvananthapuram,9813
Manikkal__Thiruvananthapuram,Anchuthengu__Thiruvananthapuram,18558
Manikkal__Thiruvananthapuram,Andoorkonam__Thiruvananthapuram,8320
Manikkal__Thiruvananthapuram,Aruvikkara__Thiruvananthapuram,14664
Manikkal__Thiruvananthapuram,Aryanad__Thiruvananthapuram,21870
Manikkal__Thiruvananthapuram,Aryancodu__Thiruvananthapuram,31940
Manikkal__Thiruvananthapuram,Athiyannoor__Thiruvananthapuram,33281
Manikkal__Thiruvananthapuram,Attingal(M)__Thiruvananthapuram,11831
Manikkal__Thiruvananthapuram,Azhoor__Thiruvananthapuram,11643
Manikkal__Thiruvananthapuram,Balaramapuram__Thiruvananthapuram,29568
Manikkal__Thiruvananthapuram,Chemmaruthi__Thiruvananthapuram,21778
Manikkal__Thiruvananthapuram,Chenkal__Thiruvananthapuram,38335
Manikkal__Thiruvananthapuram,Cherunniyoor__Thiruvananthapuram,19432
Manikkal__Thiruvananthapuram,Chirayinkeezhu__Thiruvananthapuram,14579
Manikkal__Thiruvananthapuram,Edava__Thiruvananthapuram,27425
